"germination_position_ID","species","functional_group","date_sowing","date_measurement","collector","seed_origin","variable","value"
"CHE.lo.exp1.ambi.bare.10.018","daucar","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",3
"CHE.lo.exp1.ambi.bare.10.018","daucar","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.018","daucar","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.bare.10.019","cenjac","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",3
"CHE.lo.exp1.ambi.bare.10.019","cenjac","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.019","cenjac","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.bare.10.020","hypper","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.bare.10.020","hypper","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.020","hypper","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.bare.10.021","plamed","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.bare.10.021","plamed","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.021","plamed","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.bare.10.022","medlup","legume",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.bare.10.022","medlup","legume",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.022","medlup","legume",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.bare.10.023","brapin","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.bare.10.023","brapin","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",1
"CHE.lo.exp1.ambi.bare.10.023","brapin","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",1
"CHE.lo.exp1.ambi.bare.10.024","broere","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",2
"CHE.lo.exp1.ambi.bare.10.024","broere","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.024","broere","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.bare.10.025","scacol","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",3
"CHE.lo.exp1.ambi.bare.10.025","scacol","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.025","scacol","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",1
"CHE.lo.exp1.ambi.bare.10.026","brapin","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.bare.10.026","brapin","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.026","brapin","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.bare.10.027","daucar","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",3
"CHE.lo.exp1.ambi.bare.10.027","daucar","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.027","daucar","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.bare.10.028","broere","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",2
"CHE.lo.exp1.ambi.bare.10.028","broere","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",2
"CHE.lo.exp1.ambi.bare.10.028","broere","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",2
"CHE.lo.exp1.ambi.bare.10.029","broere","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",5
"CHE.lo.exp1.ambi.bare.10.029","broere","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",1
"CHE.lo.exp1.ambi.bare.10.029","broere","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",1
"CHE.lo.exp1.ambi.bare.10.030","hypper","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",1
"CHE.lo.exp1.ambi.bare.10.030","hypper","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.bare.10.030","hypper","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.001","cenjac","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.001","cenjac","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",2
"CHE.lo.exp1.ambi.vege.10.001","cenjac","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.002","plamed","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.002","plamed","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.002","plamed","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.003","salpra","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.003","salpra","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.003","salpra","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.004","medlup","legume",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.004","medlup","legume",2021-09-09,2022-05-04,"EI","commercial","spring_count",1
"CHE.lo.exp1.ambi.vege.10.004","medlup","legume",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.005","salpra","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.005","salpra","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.005","salpra","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.006","medlup","legume",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.006","medlup","legume",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.006","medlup","legume",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.007","silvul","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",1
"CHE.lo.exp1.ambi.vege.10.007","silvul","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.007","silvul","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.008","scacol","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.008","scacol","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.008","scacol","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.009","scacol","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.009","scacol","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.009","scacol","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.010","cenjac","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.010","cenjac","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",1
"CHE.lo.exp1.ambi.vege.10.010","cenjac","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.011","salpra","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.011","salpra","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",1
"CHE.lo.exp1.ambi.vege.10.011","salpra","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.012","silvul","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.012","silvul","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.012","silvul","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.013","hypper","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.013","hypper","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.013","hypper","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.014","plamed","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.014","plamed","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.014","plamed","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.015","brapin","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.015","brapin","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.015","brapin","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.016","silvul","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.016","silvul","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.016","silvul","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.017","daucar","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.017","daucar","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",2
"CHE.lo.exp1.ambi.vege.10.017","daucar","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.018","daucar","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",1
"CHE.lo.exp1.ambi.vege.10.018","daucar","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",2
"CHE.lo.exp1.ambi.vege.10.018","daucar","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",1
"CHE.lo.exp1.ambi.vege.10.019","cenjac","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.019","cenjac","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",1
"CHE.lo.exp1.ambi.vege.10.019","cenjac","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.020","hypper","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.020","hypper","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.020","hypper","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.021","plamed","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.021","plamed","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.021","plamed","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.022","medlup","legume",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.022","medlup","legume",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.022","medlup","legume",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.023","brapin","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",1
"CHE.lo.exp1.ambi.vege.10.023","brapin","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",1
"CHE.lo.exp1.ambi.vege.10.023","brapin","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.024","broere","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",1
"CHE.lo.exp1.ambi.vege.10.024","broere","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.024","broere","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.025","scacol","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.025","scacol","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.025","scacol","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.026","brapin","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",1
"CHE.lo.exp1.ambi.vege.10.026","brapin","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.026","brapin","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.027","daucar","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.027","daucar","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.027","daucar","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.028","broere","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.028","broere","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.028","broere","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.029","broere","graminoid",2021-09-09,2021-10-26,"EI","commercial","autumn_count",2
"CHE.lo.exp1.ambi.vege.10.029","broere","graminoid",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.029","broere","graminoid",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.lo.exp1.ambi.vege.10.030","hypper","forb",2021-09-09,2021-10-26,"EI","commercial","autumn_count",0
"CHE.lo.exp1.ambi.vege.10.030","hypper","forb",2021-09-09,2022-05-04,"EI","commercial","spring_count",0
"CHE.lo.exp1.ambi.vege.10.030","hypper","forb",2021-09-09,2022-09-27,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.001","cenjac","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",1
"CHE.hi.exp1.warm.vege.01.001","cenjac","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",3
"CHE.hi.exp1.warm.vege.01.001","cenjac","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",2
"CHE.hi.exp1.warm.vege.01.002","plamed","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",2
"CHE.hi.exp1.warm.vege.01.002","plamed","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.002","plamed","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.003","salpra","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.003","salpra","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.003","salpra","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.004","medlup","legume",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.004","medlup","legume",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.004","medlup","legume",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.005","salpra","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.005","salpra","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.005","salpra","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.006","medlup","legume",2021-09-09,2021-10-26,"CB","commercial","autumn_count",1
"CHE.hi.exp1.warm.vege.01.006","medlup","legume",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.006","medlup","legume",2021-09-09,2022-09-26,"EI","commercial","peak_count",3
"CHE.hi.exp1.warm.vege.01.007","silvul","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.007","silvul","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",1
"CHE.hi.exp1.warm.vege.01.007","silvul","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.008","scacol","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.008","scacol","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.008","scacol","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.009","scacol","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.009","scacol","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.009","scacol","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.010","cenjac","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.010","cenjac","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",2
"CHE.hi.exp1.warm.vege.01.010","cenjac","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",2
"CHE.hi.exp1.warm.vege.01.011","salpra","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.011","salpra","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",1
"CHE.hi.exp1.warm.vege.01.011","salpra","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.012","silvul","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.012","silvul","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",1
"CHE.hi.exp1.warm.vege.01.012","silvul","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",1
"CHE.hi.exp1.warm.vege.01.013","hypper","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.013","hypper","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.013","hypper","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.014","plamed","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",1
"CHE.hi.exp1.warm.vege.01.014","plamed","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.014","plamed","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.015","brapin","graminoid",2021-09-09,2021-10-26,"CB","commercial","autumn_count",1
"CHE.hi.exp1.warm.vege.01.015","brapin","graminoid",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.015","brapin","graminoid",2021-09-09,2022-09-26,"EI","commercial","peak_count",1
"CHE.hi.exp1.warm.vege.01.016","silvul","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.016","silvul","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.016","silvul","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",1
"CHE.hi.exp1.warm.vege.01.017","daucar","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",3
"CHE.hi.exp1.warm.vege.01.017","daucar","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",3
"CHE.hi.exp1.warm.vege.01.017","daucar","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.018","daucar","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.018","daucar","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.018","daucar","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.019","cenjac","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.019","cenjac","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.019","cenjac","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.020","hypper","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.020","hypper","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.020","hypper","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.021","plamed","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",2
"CHE.hi.exp1.warm.vege.01.021","plamed","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.021","plamed","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.022","medlup","legume",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.022","medlup","legume",2021-09-09,2022-05-15,"EI","commercial","spring_count",1
"CHE.hi.exp1.warm.vege.01.022","medlup","legume",2021-09-09,2022-09-26,"EI","commercial","peak_count",1
"CHE.hi.exp1.warm.vege.01.023","brapin","graminoid",2021-09-09,2021-10-26,"CB","commercial","autumn_count",1
"CHE.hi.exp1.warm.vege.01.023","brapin","graminoid",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.023","brapin","graminoid",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.024","broere","graminoid",2021-09-09,2021-10-26,"CB","commercial","autumn_count",2
"CHE.hi.exp1.warm.vege.01.024","broere","graminoid",2021-09-09,2022-05-15,"EI","commercial","spring_count",1
"CHE.hi.exp1.warm.vege.01.024","broere","graminoid",2021-09-09,2022-09-26,"EI","commercial","peak_count",1
"CHE.hi.exp1.warm.vege.01.025","scacol","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.025","scacol","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.025","scacol","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.026","brapin","graminoid",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.026","brapin","graminoid",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.026","brapin","graminoid",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.027","daucar","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",1
"CHE.hi.exp1.warm.vege.01.027","daucar","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.027","daucar","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.028","broere","graminoid",2021-09-09,2021-10-26,"CB","commercial","autumn_count",4
"CHE.hi.exp1.warm.vege.01.028","broere","graminoid",2021-09-09,2022-05-15,"EI","commercial","spring_count",2
"CHE.hi.exp1.warm.vege.01.028","broere","graminoid",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.029","broere","graminoid",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.029","broere","graminoid",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.029","broere","graminoid",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.warm.vege.01.030","hypper","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.warm.vege.01.030","hypper","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",0
"CHE.hi.exp1.warm.vege.01.030","hypper","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",0
"CHE.hi.exp1.ambi.vege.01.001","cenjac","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.ambi.vege.01.001","cenjac","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",1
"CHE.hi.exp1.ambi.vege.01.001","cenjac","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",2
"CHE.hi.exp1.ambi.vege.01.002","plamed","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",2
"CHE.hi.exp1.ambi.vege.01.002","plamed","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",1
"CHE.hi.exp1.ambi.vege.01.002","plamed","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",1
"CHE.hi.exp1.ambi.vege.01.003","salpra","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.ambi.vege.01.003","salpra","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",1
"CHE.hi.exp1.ambi.vege.01.003","salpra","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",1
"CHE.hi.exp1.ambi.vege.01.004","medlup","legume",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.ambi.vege.01.004","medlup","legume",2021-09-09,2022-05-15,"EI","commercial","spring_count",1
"CHE.hi.exp1.ambi.vege.01.004","medlup","legume",2021-09-09,2022-09-26,"EI","commercial","peak_count",2
"CHE.hi.exp1.ambi.vege.01.005","salpra","forb",2021-09-09,2021-10-26,"CB","commercial","autumn_count",0
"CHE.hi.exp1.ambi.vege.01.005","salpra","forb",2021-09-09,2022-05-15,"EI","commercial","spring_count",2
"CHE.hi.exp1.ambi.vege.01.005","salpra","forb",2021-09-09,2022-09-26,"EI","commercial","peak_count",2
"CHE.hi.exp1.ambi.vege.01.006","medlup","legume",2021-09-09,2021-10-26,"CB","commercial","autumn_count",1
