"date_planting","region","site","block_ID_original","plot_ID_original","position_ID_original","species","functional_group","treat_warming","treat_competition","added_focals","block_ID","position_ID","ind_number","unique_plot_ID","unique_plant_ID"
2021-06-16,"CHE","lo",8,2,1,"brapin","graminoid","ambi","vege","wf","08","01",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.01.1"
2021-06-16,"CHE","lo",8,2,2,"daucar","forb","ambi","vege","wf","08","02",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.02.1"
2021-06-16,"CHE","lo",8,2,3,"broere","graminoid","ambi","vege","wf","08","03",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.03.1"
2021-06-16,"CHE","lo",8,2,4,"broere","graminoid","ambi","vege","wf","08","04",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.04.1"
2021-06-16,"CHE","lo",8,2,5,"hypper","forb","ambi","vege","wf","08","05",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.05.1"
2021-06-16,"CHE","lo",8,2,6,"scacol","forb","ambi","vege","wf","08","06",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.06.1"
2021-06-16,"CHE","lo",8,2,7,"broere","graminoid","ambi","vege","wf","08","07",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.07.1"
2021-06-16,"CHE","lo",8,2,8,"brapin","graminoid","ambi","vege","wf","08","08",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.08.1"
2021-06-16,"CHE","lo",8,2,9,"medlup","legume","ambi","vege","wf","08","09",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.09.1"
2021-06-16,"CHE","lo",8,2,10,"plamed","forb","ambi","vege","wf","08","10",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.10.1"
2021-06-16,"CHE","lo",8,2,11,"silvul","forb","ambi","vege","wf","08","11",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.11.1"
2021-06-16,"CHE","lo",8,2,12,"daucar","forb","ambi","vege","wf","08","12",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.12.1"
2021-06-16,"CHE","lo",8,2,13,"daucar","forb","ambi","vege","wf","08","13",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.13.1"
2021-06-16,"CHE","lo",8,2,14,"cenjac","forb","ambi","vege","wf","08","14",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.14.1"
2021-06-16,"CHE","lo",8,2,15,"hypper","forb","ambi","vege","wf","08","15",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.15.1"
2021-06-16,"CHE","lo",8,2,16,"brapin","graminoid","ambi","vege","wf","08","16",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.16.1"
2021-06-16,"CHE","lo",8,2,17,"plamed","forb","ambi","vege","wf","08","17",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.17.1"
2021-06-16,"CHE","lo",8,2,18,"hypper","forb","ambi","vege","wf","08","18",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.18.1"
2021-06-16,"CHE","lo",8,2,19,"salpra","forb","ambi","vege","wf","08","19",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.19.1"
2021-06-16,"CHE","lo",8,2,20,"silvul","forb","ambi","vege","wf","08","20",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.20.1"
2021-06-16,"CHE","lo",8,2,21,"medlup","legume","ambi","vege","wf","08","21",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.21.1"
2021-06-16,"CHE","lo",8,2,22,"silvul","forb","ambi","vege","wf","08","22",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.22.1"
2021-06-16,"CHE","lo",8,2,23,"scacol","forb","ambi","vege","wf","08","23",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.23.1"
2021-06-16,"CHE","lo",8,2,24,"scacol","forb","ambi","vege","wf","08","24",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.24.1"
2021-06-16,"CHE","lo",8,2,25,"cenjac","forb","ambi","vege","wf","08","25",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.25.1"
2021-06-16,"CHE","lo",8,2,26,"salpra","forb","ambi","vege","wf","08","26",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.26.1"
2021-06-16,"CHE","lo",8,2,27,"medlup","legume","ambi","vege","wf","08","27",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.27.1"
2021-06-16,"CHE","lo",8,2,28,"salpra","forb","ambi","vege","wf","08","28",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.28.1"
2021-06-16,"CHE","lo",8,2,29,"plamed","forb","ambi","vege","wf","08","29",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.29.1"
2021-06-16,"CHE","lo",8,2,30,"cenjac","forb","ambi","vege","wf","08","30",1,"CHE.lo.ambi.vege.wf.08","CHE.lo.ambi.vege.wf.08.30.1"
2021-06-16,"CHE","lo",9,1,1,"brapin","graminoid","ambi","bare","wf","09","01",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.01.1"
2021-06-16,"CHE","lo",9,1,2,"daucar","forb","ambi","bare","wf","09","02",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.02.1"
2021-06-16,"CHE","lo",9,1,3,"broere","graminoid","ambi","bare","wf","09","03",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.03.1"
2021-06-16,"CHE","lo",9,1,4,"broere","graminoid","ambi","bare","wf","09","04",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.04.1"
2021-06-16,"CHE","lo",9,1,5,"hypper","forb","ambi","bare","wf","09","05",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.05.1"
2021-06-16,"CHE","lo",9,1,6,"scacol","forb","ambi","bare","wf","09","06",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.06.1"
2021-06-16,"CHE","lo",9,1,7,"broere","graminoid","ambi","bare","wf","09","07",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.07.1"
2021-06-16,"CHE","lo",9,1,8,"brapin","graminoid","ambi","bare","wf","09","08",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.08.1"
2021-06-16,"CHE","lo",9,1,9,"medlup","legume","ambi","bare","wf","09","09",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.09.1"
2021-06-16,"CHE","lo",9,1,10,"plamed","forb","ambi","bare","wf","09","10",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.10.1"
2021-06-16,"CHE","lo",9,1,11,"silvul","forb","ambi","bare","wf","09","11",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.11.1"
2021-06-16,"CHE","lo",9,1,12,"daucar","forb","ambi","bare","wf","09","12",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.12.1"
2021-06-16,"CHE","lo",9,1,13,"daucar","forb","ambi","bare","wf","09","13",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.13.1"
2021-06-16,"CHE","lo",9,1,14,"cenjac","forb","ambi","bare","wf","09","14",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.14.1"
2021-06-16,"CHE","lo",9,1,15,"hypper","forb","ambi","bare","wf","09","15",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.15.1"
2021-06-16,"CHE","lo",9,1,16,"brapin","graminoid","ambi","bare","wf","09","16",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.16.1"
2021-06-16,"CHE","lo",9,1,17,"plamed","forb","ambi","bare","wf","09","17",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.17.1"
2021-06-16,"CHE","lo",9,1,18,"hypper","forb","ambi","bare","wf","09","18",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.18.1"
2021-06-16,"CHE","lo",9,1,19,"salpra","forb","ambi","bare","wf","09","19",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.19.1"
2021-06-16,"CHE","lo",9,1,20,"silvul","forb","ambi","bare","wf","09","20",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.20.1"
2021-06-16,"CHE","lo",9,1,21,"medlup","legume","ambi","bare","wf","09","21",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.21.1"
2021-06-16,"CHE","lo",9,1,22,"silvul","forb","ambi","bare","wf","09","22",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.22.1"
2021-06-16,"CHE","lo",9,1,23,"scacol","forb","ambi","bare","wf","09","23",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.23.1"
2021-06-16,"CHE","lo",9,1,24,"scacol","forb","ambi","bare","wf","09","24",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.24.1"
2021-06-16,"CHE","lo",9,1,25,"cenjac","forb","ambi","bare","wf","09","25",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.25.1"
2021-06-16,"CHE","lo",9,1,26,"salpra","forb","ambi","bare","wf","09","26",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.26.1"
2021-06-16,"CHE","lo",9,1,27,"medlup","legume","ambi","bare","wf","09","27",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.27.1"
2021-06-16,"CHE","lo",9,1,28,"salpra","forb","ambi","bare","wf","09","28",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.28.1"
2021-06-16,"CHE","lo",9,1,29,"plamed","forb","ambi","bare","wf","09","29",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.29.1"
2021-06-16,"CHE","lo",9,1,30,"cenjac","forb","ambi","bare","wf","09","30",1,"CHE.lo.ambi.bare.wf.09","CHE.lo.ambi.bare.wf.09.30.1"
2021-06-16,"CHE","lo",9,2,1,"brapin","graminoid","ambi","vege","wf","09","01",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.01.1"
2021-06-16,"CHE","lo",9,2,2,"daucar","forb","ambi","vege","wf","09","02",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.02.1"
2021-06-16,"CHE","lo",9,2,4,"broere","graminoid","ambi","vege","wf","09","04",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.04.1"
2021-06-16,"CHE","lo",9,2,5,"hypper","forb","ambi","vege","wf","09","05",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.05.1"
2021-06-16,"CHE","lo",9,2,6,"scacol","forb","ambi","vege","wf","09","06",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.06.1"
2021-06-16,"CHE","lo",9,2,8,"brapin","graminoid","ambi","vege","wf","09","08",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.08.1"
2021-06-16,"CHE","lo",9,2,9,"medlup","legume","ambi","vege","wf","09","09",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.09.1"
2021-06-16,"CHE","lo",9,2,10,"plamed","forb","ambi","vege","wf","09","10",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.10.1"
2021-06-16,"CHE","lo",9,2,11,"silvul","forb","ambi","vege","wf","09","11",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.11.1"
2021-06-16,"CHE","lo",9,2,12,"daucar","forb","ambi","vege","wf","09","12",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.12.1"
2021-06-16,"CHE","lo",9,2,13,"daucar","forb","ambi","vege","wf","09","13",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.13.1"
2021-06-16,"CHE","lo",9,2,14,"cenjac","forb","ambi","vege","wf","09","14",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.14.1"
2021-06-16,"CHE","lo",9,2,15,"hypper","forb","ambi","vege","wf","09","15",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.15.1"
2021-06-16,"CHE","lo",9,2,16,"brapin","graminoid","ambi","vege","wf","09","16",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.16.1"
2021-06-16,"CHE","lo",9,2,17,"plamed","forb","ambi","vege","wf","09","17",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.17.1"
2021-06-16,"CHE","lo",9,2,18,"hypper","forb","ambi","vege","wf","09","18",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.18.1"
2021-06-16,"CHE","lo",9,2,19,"salpra","forb","ambi","vege","wf","09","19",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.19.1"
2021-06-16,"CHE","lo",9,2,20,"silvul","forb","ambi","vege","wf","09","20",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.20.1"
2021-06-16,"CHE","lo",9,2,21,"medlup","legume","ambi","vege","wf","09","21",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.21.1"
2021-06-16,"CHE","lo",9,2,22,"silvul","forb","ambi","vege","wf","09","22",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.22.1"
2021-06-16,"CHE","lo",9,2,23,"scacol","forb","ambi","vege","wf","09","23",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.23.1"
2021-06-16,"CHE","lo",9,2,24,"scacol","forb","ambi","vege","wf","09","24",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.24.1"
2021-06-16,"CHE","lo",9,2,25,"cenjac","forb","ambi","vege","wf","09","25",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.25.1"
2021-06-16,"CHE","lo",9,2,26,"salpra","forb","ambi","vege","wf","09","26",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.26.1"
2021-06-16,"CHE","lo",9,2,27,"medlup","legume","ambi","vege","wf","09","27",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.27.1"
2021-06-16,"CHE","lo",9,2,28,"salpra","forb","ambi","vege","wf","09","28",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.28.1"
2021-06-16,"CHE","lo",9,2,29,"plamed","forb","ambi","vege","wf","09","29",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.29.1"
2021-06-16,"CHE","lo",9,2,30,"cenjac","forb","ambi","vege","wf","09","30",1,"CHE.lo.ambi.vege.wf.09","CHE.lo.ambi.vege.wf.09.30.1"
2021-06-16,"CHE","lo",10,1,1,"brapin","graminoid","ambi","bare","wf","10","01",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.01.1"
2021-06-16,"CHE","lo",10,1,2,"daucar","forb","ambi","bare","wf","10","02",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.02.1"
2021-06-16,"CHE","lo",10,1,3,"broere","graminoid","ambi","bare","wf","10","03",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.03.1"
2021-06-16,"CHE","lo",10,1,4,"broere","graminoid","ambi","bare","wf","10","04",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.04.1"
2021-06-16,"CHE","lo",10,1,5,"hypper","forb","ambi","bare","wf","10","05",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.05.1"
2021-06-16,"CHE","lo",10,1,6,"scacol","forb","ambi","bare","wf","10","06",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.06.1"
2021-06-16,"CHE","lo",10,1,7,"broere","graminoid","ambi","bare","wf","10","07",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.07.1"
2021-06-16,"CHE","lo",10,1,8,"brapin","graminoid","ambi","bare","wf","10","08",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.08.1"
2021-06-16,"CHE","lo",10,1,9,"medlup","legume","ambi","bare","wf","10","09",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.09.1"
2021-06-16,"CHE","lo",10,1,10,"plamed","forb","ambi","bare","wf","10","10",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.10.1"
2021-06-16,"CHE","lo",10,1,11,"silvul","forb","ambi","bare","wf","10","11",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.11.1"
2021-06-16,"CHE","lo",10,1,12,"daucar","forb","ambi","bare","wf","10","12",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.12.1"
2021-06-16,"CHE","lo",10,1,13,"daucar","forb","ambi","bare","wf","10","13",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.13.1"
2021-06-16,"CHE","lo",10,1,14,"cenjac","forb","ambi","bare","wf","10","14",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.14.1"
2021-06-16,"CHE","lo",10,1,15,"hypper","forb","ambi","bare","wf","10","15",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.15.1"
2021-06-16,"CHE","lo",10,1,16,"brapin","graminoid","ambi","bare","wf","10","16",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.16.1"
2021-06-16,"CHE","lo",10,1,17,"plamed","forb","ambi","bare","wf","10","17",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.17.1"
2021-06-16,"CHE","lo",10,1,18,"hypper","forb","ambi","bare","wf","10","18",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.18.1"
2021-06-16,"CHE","lo",10,1,19,"salpra","forb","ambi","bare","wf","10","19",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.19.1"
2021-06-16,"CHE","lo",10,1,20,"silvul","forb","ambi","bare","wf","10","20",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.20.1"
2021-06-16,"CHE","lo",10,1,21,"medlup","legume","ambi","bare","wf","10","21",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.21.1"
2021-06-16,"CHE","lo",10,1,22,"silvul","forb","ambi","bare","wf","10","22",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.22.1"
2021-06-16,"CHE","lo",10,1,23,"scacol","forb","ambi","bare","wf","10","23",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.23.1"
2021-06-16,"CHE","lo",10,1,24,"scacol","forb","ambi","bare","wf","10","24",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.24.1"
2021-06-16,"CHE","lo",10,1,25,"cenjac","forb","ambi","bare","wf","10","25",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.25.1"
2021-06-16,"CHE","lo",10,1,26,"salpra","forb","ambi","bare","wf","10","26",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.26.1"
2021-06-16,"CHE","lo",10,1,27,"medlup","legume","ambi","bare","wf","10","27",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.27.1"
2021-06-16,"CHE","lo",10,1,28,"salpra","forb","ambi","bare","wf","10","28",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.28.1"
2021-06-16,"CHE","lo",10,1,29,"plamed","forb","ambi","bare","wf","10","29",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.29.1"
2021-06-16,"CHE","lo",10,1,30,"cenjac","forb","ambi","bare","wf","10","30",1,"CHE.lo.ambi.bare.wf.10","CHE.lo.ambi.bare.wf.10.30.1"
2021-06-16,"CHE","lo",10,2,1,"brapin","graminoid","ambi","vege","wf","10","01",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.01.1"
2021-06-16,"CHE","lo",10,2,2,"daucar","forb","ambi","vege","wf","10","02",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.02.1"
2021-06-16,"CHE","lo",10,2,3,"broere","graminoid","ambi","vege","wf","10","03",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.03.1"
2021-06-16,"CHE","lo",10,2,4,"broere","graminoid","ambi","vege","wf","10","04",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.04.1"
2021-06-16,"CHE","lo",10,2,5,"hypper","forb","ambi","vege","wf","10","05",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.05.1"
2021-06-16,"CHE","lo",10,2,6,"scacol","forb","ambi","vege","wf","10","06",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.06.1"
2021-06-16,"CHE","lo",10,2,7,"broere","graminoid","ambi","vege","wf","10","07",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.07.1"
2021-06-16,"CHE","lo",10,2,8,"brapin","graminoid","ambi","vege","wf","10","08",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.08.1"
2021-06-16,"CHE","lo",10,2,9,"medlup","legume","ambi","vege","wf","10","09",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.09.1"
2021-06-16,"CHE","lo",10,2,10,"plamed","forb","ambi","vege","wf","10","10",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.10.1"
2021-06-16,"CHE","lo",10,2,11,"silvul","forb","ambi","vege","wf","10","11",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.11.1"
2021-06-16,"CHE","lo",10,2,12,"daucar","forb","ambi","vege","wf","10","12",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.12.1"
2021-06-16,"CHE","lo",10,2,14,"cenjac","forb","ambi","vege","wf","10","14",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.14.1"
2021-06-16,"CHE","lo",10,2,15,"hypper","forb","ambi","vege","wf","10","15",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.15.1"
2021-06-16,"CHE","lo",10,2,16,"brapin","graminoid","ambi","vege","wf","10","16",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.16.1"
2021-06-16,"CHE","lo",10,2,17,"plamed","forb","ambi","vege","wf","10","17",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.17.1"
2021-06-16,"CHE","lo",10,2,18,"hypper","forb","ambi","vege","wf","10","18",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.18.1"
2021-06-16,"CHE","lo",10,2,19,"salpra","forb","ambi","vege","wf","10","19",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.19.1"
2021-06-16,"CHE","lo",10,2,20,"silvul","forb","ambi","vege","wf","10","20",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.20.1"
2021-06-16,"CHE","lo",10,2,21,"medlup","legume","ambi","vege","wf","10","21",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.21.1"
2021-06-16,"CHE","lo",10,2,22,"silvul","forb","ambi","vege","wf","10","22",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.22.1"
2021-06-16,"CHE","lo",10,2,23,"scacol","forb","ambi","vege","wf","10","23",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.23.1"
2021-06-16,"CHE","lo",10,2,24,"scacol","forb","ambi","vege","wf","10","24",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.24.1"
2021-06-16,"CHE","lo",10,2,25,"cenjac","forb","ambi","vege","wf","10","25",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.25.1"
2021-06-16,"CHE","lo",10,2,26,"salpra","forb","ambi","vege","wf","10","26",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.26.1"
2021-06-16,"CHE","lo",10,2,27,"medlup","legume","ambi","vege","wf","10","27",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.27.1"
2021-06-16,"CHE","lo",10,2,28,"salpra","forb","ambi","vege","wf","10","28",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.28.1"
2021-06-16,"CHE","lo",10,2,29,"plamed","forb","ambi","vege","wf","10","29",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.29.1"
2021-06-16,"CHE","lo",10,2,30,"cenjac","forb","ambi","vege","wf","10","30",1,"CHE.lo.ambi.vege.wf.10","CHE.lo.ambi.vege.wf.10.30.1"
2021-06-17,"CHE","hi",1,1,1,"brapin","graminoid","warm","vege","wf","01","01",1,"CHE.hi.warm.vege.wf.01","CHE.hi.warm.vege.wf.01.01.1"
2021-06-17,"CHE","hi",1,1,2,"daucar","forb","warm","vege","wf","01","02",1,"CHE.hi.warm.vege.wf.01","CHE.hi.warm.vege.wf.01.02.1"
2021-06-17,"CHE","hi",1,1,3,"broere","graminoid","warm","vege","wf","01","03",1,"CHE.hi.warm.vege.wf.01","CHE.hi.warm.vege.wf.01.03.1"
2021-06-17,"CHE","hi",1,1,4,"broere","graminoid","warm","vege","wf","01","04",1,"CHE.hi.warm.vege.wf.01","CHE.hi.warm.vege.wf.01.04.1"
2021-06-17,"CHE","hi",1,1,5,"hypper","forb","warm","vege","wf","01","05",1,"CHE.hi.warm.vege.wf.01","CHE.hi.warm.vege.wf.01.05.1"
2021-06-17,"CHE","hi",1,1,6,"scacol","forb","warm","vege","wf","01","06",1,"CHE.hi.warm.vege.wf.01","CHE.hi.warm.vege.wf.01.06.1"
2021-06-17,"CHE","hi",1,1,8,"brapin","graminoid","warm","vege","wf","01","08",1,"CHE.hi.warm.vege.wf.01","CHE.hi.warm.vege.wf.01.08.1"
2021-06-17,"CHE","hi",1,1,9,"medlup","legume","warm","vege","wf","01","09",1,"CHE.hi.warm.vege.wf.01","CHE.hi.warm.vege.wf.01.09.1"
