"plot_id","releve_id","obs_id","year","month","day","x","y","geometry","xy_precision","altitude_min","altitude_max","aspect","slope","surface","taxon_id","taxon_global","author_global","taxon_no_global","taxon_level","taxon_CH","author_CH","taxon_no_isfs","family","determinavit_cf","specimen_type","species_cover","phenology","total_cover","trees_cover","shrubs_cover","herbaceous_cover","moss_cover","crypto_cover","lichens_cover","algae_cover","litter_cover","soil_cover","rocks_cover","water_cover","open_close","releve_stratum","soil_depth_1","soil_depth_2","soil_depth_3","soil_depth_4","soil_depth_5","soil_depth_6","soil_depth_7","soil_depth_8","soil_depth_9","soil_depth_10","observer_initials","locality_descript","comments"
"193.OID",2980453,15160960,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1050010,"Viola biflora","L.","420840","species","Viola biflora","L.",449100,"Violaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"193.OID",2980453,15160950,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1047600,"Trifolium pratense","L.","208376","species","Trifolium pratense","L.",426895,"Fabaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"193.OID",2980453,15160898,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1034280,"Plantago atrata","Hoppe","481453","species","Plantago atrata","Hoppe",307250,"Plantaginaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"193.OID",2980453,15160880,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1027510,"Lotus corniculatus","L.","207542","aggr.","Lotus corniculatus aggr.",NA,244410,"Fabaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"193.OID",2980453,15160871,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1025860,"Laserpitium latifolium","L.","355566","species","Laserpitium latifolium","L.",227700,"Apiaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"193.OID",2980453,15160821,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1020390,"Galium anisophyllon","Vill.","959662","species","Galium anisophyllon","Vill.",177500,"Rubiaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"193.OID",2980453,15160817,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1019470,"Festuca rubra","L.","863572","aggr.","Festuca rubra aggr.",NA,170200,"Poaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"193.OID",2980453,15160781,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1010090,"Carex ornithopoda","Willd.","344473","species","Carex ornithopoda","Willd.",91200,"Cyperaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"193.OID",2980453,15160743,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1002440,"Alchemilla vulgaris","L.","998276","aggr.","Alchemilla vulgaris aggr.",NA,21100,"Rosaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"193.OID",2980453,15160734,2023,9,25,9.46049387,46.86130143,"POINT(9.46049386989318 46.861301433034406)",6,1838.6,1851.1,170,15,4,1000130,"Acer pseudoplatanus","L.","508503","species","Acer pseudoplatanus","L.",800,"Sapindaceae","-",NA,0.1,"V",93,20,4,93,1,0,0,0,7,0,0,0,"close","herbaceous","18","21","26","26","10","12","14","13","22","21","CB","Supalpine larch/spruce forest, reight next to a dead fallen tree, shadowy in the morning",NA
"194.OID",2979967,15121380,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1009170,"Carduus defloratus","L.","132991","species","Carduus defloratus","L.",81595,"Asteraceae","-",NA,8,"DS",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121377,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1019920,"Fragaria vesca","L.","984734","species","Fragaria vesca","L.",173800,"Rosaceae","-",NA,6,"E",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121381,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1001410,"Alchemilla conjuncta","Bab.","989884","superaggr.","Alchemilla conjuncta superaggr.",NA,12100,"Rosaceae","-",NA,5,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121371,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1010090,"Carex ornithopoda","Willd.","344473","species","Carex ornithopoda","Willd.",91200,"Cyperaceae","-",NA,5,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121363,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1026710,"Leucanthemum vulgare","Lam.","37102","aggr.","Leucanthemum vulgare aggr.",NA,236905,"Asteraceae","-",NA,4,"E",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121379,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1023110,"Hieracium murorum","L.","95714","aggr.","Hieracium murorum aggr.",NA,202700,"Asteraceae","-",NA,3,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121378,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1011700,"Chaerophyllum hirsutum","L.","592063","aggr.","Chaerophyllum hirsutum aggr.",NA,106705,"Apiaceae","-",NA,3,"SE",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121375,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1036480,"Prunella vulgaris","L.","278763","species","Prunella vulgaris","L.",328100,"Lamiaceae","-",NA,2,"E",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121374,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1035810,"Potentilla erecta","(L.) Raeusch.","976127","species","Potentilla erecta","(L.) Raeusch.",322400,"Rosaceae","-",NA,2,"E",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121369,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1022560,"Hepatica nobilis","Schreb.","712287","species","Hepatica nobilis","Schreb.",197900,"Ranunculaceae","-",NA,2,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121366,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1036120,"Prenanthes purpurea","L.","133124","species","Prenanthes purpurea","L.",325200,"Asteraceae","-",NA,2,"SEO",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121364,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1001230,"Ajuga reptans","L.","926633","species","Ajuga reptans","L.",10400,"Lamiaceae","-",NA,2,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121376,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1023680,"Homogyne alpina","(L.) Cass.","68568","species","Homogyne alpina","(L.) Cass.",207300,"Asteraceae","-",NA,1,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121373,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1001080,"Agrostis capillaris","L.","833484","species","Agrostis capillaris","L.",8600,"Poaceae","-",NA,1,"S",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121362,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1034830,"Polygaloides chamaebuxus","(L.) O.Schwarz","481803","species","Polygala chamaebuxus","L.",312700,"Polygalaceae","-",NA,1,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121361,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1027785,"Luzula multiflora","(Ehrh.) Lej.","769868","aggr.","Luzula multiflora aggr.",NA,247150,"Juncaceae","-",NA,1,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121368,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1033680,"Phyteuma ovatum","Honck.","809272","species","Phyteuma ovatum","Honck.",301900,"Campanulaceae","-",NA,0.5,"S",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121367,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1044620,"Solidago virgaurea","L.","87326","species","Solidago virgaurea","L.",401395,"Asteraceae","-",NA,0.5,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121360,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1028210,"Maianthemum bifolium","(L.) F.W.Schmidt","683777","species","Maianthemum bifolium","(L.) F.",252400,"Asparagaceae","-",NA,0.5,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121359,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1019470,"Festuca rubra","L.","863572","aggr.","Festuca rubra aggr.",NA,170200,"Poaceae","-",NA,0.5,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121358,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1000543,"Aconitum lycoctonum","L.","511165","species","Aconitum lycoctonum","L.",3510,"Ranunculaceae","CF",NA,0.5,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121372,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1037700,"Ranunculus montanus","Willd.","456976","aggr.","Ranunculus montanus aggr.",NA,339505,"Ranunculaceae","-",NA,0.1,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121370,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1034940,"Polygonatum verticillatum","(L.) All.","709226","species","Polygonatum verticillatum","(L.) All.",313700,"Asparagaceae","-",NA,0.1,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121365,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1028660,"Melampyrum sylvaticum","L.","1378589","species","Melampyrum sylvaticum","L.",256600,"Orobanchaceae","-",NA,0.1,"O",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121357,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1033800,"Picea abies","(L.) H.Karst.","475865","species","Picea abies","(L.) H.",302800,"Pinaceae","-",NA,0.1,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121356,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1049340,"Veronica officinalis","L.","420292","species","Veronica officinalis","L.",442400,"Plantaginaceae","-",NA,0.1,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121355,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1046080,"Taraxacum officinale","F.H.Wigg.","61589","aggr.","Taraxacum officinale aggr.",NA,413100,"Asteraceae","-",NA,0.1,"V",53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121354,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1037370,"Ranunculus acris","L.","455397","species","Ranunculus acris","L.",336595,"Ranunculaceae","-",NA,0.1,NA,53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"194.OID",2979967,15121353,2023,9,18,9.51191489,46.90217301,"POINT(9.51191489 46.90217301)",6,1515,1528.2,135,30,4,1000110,"Acer opalus","Mill.","508330","species","Acer opalus","Mill.",600,"Sapindaceae","-",NA,0.1,NA,53,10,0,47,1,0,1,0,45,2,5,0,"close","herbaceous","9","13","12","20","37","11","10","9","36","21","CB, OL","Spruce forest with lime ruble",NA
"195.OID",2975160,14717296,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1007070,"Brachypodium pinnatum","(L.) P.Beauv.","846244","aggr.","Brachypodium pinnatum aggr.",NA,64000,"Poaceae","-",NA,30,"F",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717287,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1007290,"Bromus erectus","Huds.","847221","species","Bromus erectus","Huds.",65695,"Poaceae","-",NA,16,"BF",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717288,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1006530,"Berberis vulgaris","L.","557362","species","Berberis vulgaris","L.",59200,"Berberidaceae","-",NA,10,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717289,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1036760,"Pteridium aquilinum","(L.) Kuhn","1092870","species","Pteridium aquilinum","(L.) Kuhn",330800,"Dennstaedtiaceae","-",NA,4,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717307,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1001010,"Agrimonia eupatoria","L.","997280","species","Agrimonia eupatoria","L.",7400,"Rosaceae","-",NA,2.5,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717303,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1041200,"Salvia pratensis","L.","296972","species","Salvia pratensis","L.",367600,"Lamiaceae","-",NA,2.5,"B",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717299,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1046860,"Thymus pulegioides","L.","319546","species","Thymus pulegioides","L.",420940,"Lamiaceae","-",NA,2.5,"B",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717291,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1022180,"Helianthemum nummularium","(L.) Mill.","1577356","species","Helianthemum nummularium","(L.) Mill.",194895,"Cistaceae","-",NA,2,"BFD",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717305,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1034330,"Plantago lanceolata","L.","480414","species","Plantago lanceolata","L.",307800,"Plantaginaceae","-",NA,1,"D",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717281,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1036460,"Prunella grandiflora","(L.) Scholler",NA,"species","Prunella grandiflora","(L.) Scholler",327900,"Lamiaceae","-",NA,1,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path","Taxonomy: gbif"
"195.OID",2975160,14717306,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1033950,"Pimpinella saxifraga","L.","385605","aggr.","Pimpinella saxifraga aggr.",NA,304100,"Apiaceae","-",NA,0.5,"B",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717302,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1047540,"Trifolium montanum","L.","208355","species","Trifolium montanum","L.",426300,"Fabaceae","-",NA,0.5,"F",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717301,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1041340,"Sanguisorba minor","Scop.","1006035","species","Sanguisorba minor","Scop.",368650,"Rosaceae","-",NA,0.5,"F",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717300,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1012660,"Clinopodium vulgare","L.","885235","species","Clinopodium vulgare","L.",116600,"Lamiaceae","-",NA,0.5,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717294,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1025230,"Knautia arvensis","(L.) Coult.","351568","species","Knautia arvensis","(L.) Coult.",221400,"Caprifoliaceae","-",NA,0.5,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717293,2023,6,22,9.512029908,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1010865,"Centaurea jacea","L.","94542","aggr.","Centaurea jacea aggr.",NA,99030,"Asteraceae","-",NA,0.5,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717290,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1037370,"Ranunculus acris","L.","455397","species","Ranunculus acris","L.",336595,"Ranunculaceae","-",NA,0.5,"BFD",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717283,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1009760,"Carex flacca","Schreb.","341544","species","Carex flacca","Schreb.",87500,"Cyperaceae","-",NA,0.5,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717282,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1020510,"Galium mollugo","L.","960873","aggr.","Galium mollugo aggr.",NA,179000,"Rubiaceae","-",NA,0.5,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717279,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1019020,"Lolium arundinaceum","(Schreb.) Darbysh.","870067","species","Festuca arundinacea","Schreb.",166100,"Poaceae","-",NA,0.5,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717275,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1037510,"Ranunculus bulbosus","L.","455563","species","Ranunculus bulbosus","L.",337700,"Ranunculaceae","-",NA,0.5,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717304,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1000320,"Achillea millefolium","L.","42210","aggr.","Achillea millefolium aggr.",NA,1706,"Asteraceae","-",NA,0.1,"D",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717298,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1020730,"Galium verum","L.","961932","species","Galium verum","L.",180900,"Rubiaceae","-",NA,0.1,"V",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
"195.OID",2975160,14717297,2023,6,22,9.51202992,46.87051891,"POINT(9.512029907507927 46.87051891170472)",4,758.6,NA,140,22,4,1007200,"Briza media","L.","846484","species","Briza media","L.",65200,"Poaceae","-",NA,0.1,"E",75,0,0,75,0,4,0,0,21,4,0,0,"open","herbaceous","20","18","8","8","10","18","9","21","10","10","KC, LDR","Strip of pasture that was recently grazed, plot bordering with cows' path",NA
