"unique_plant_ID","species","date_collection","counter","inflorescence_size","no_seeds","seedweight"
"CHE.hi.ambi.bare.wf.07.07.1","broere",2022-07-26,"LS",80,1,0.0047
"CHE.hi.ambi.bare.wf.06.07.1","broere",2022-07-26,"LS",83,0,NA
"CHE.hi.ambi.bare.wf.08.04.1","broere",2022-07-26,"LS",114,6,0.00333333333333333
"CHE.hi.warm.bare.wf.08.03.1","broere",2022-07-26,"LS",86,23,0.00374782608695652
"CHE.hi.warm.bare.wf.04.07.1","broere",2022-07-26,"LS",82,7,0.00381428571428571
"CHE.hi.warm.bare.wf.10.04.1","broere",2022-07-26,"LS",87,0,NA
"CHE.hi.warm.bare.wf.09.07.1","broere",2022-07-26,"LS",75,0,NA
"CHE.hi.warm.bare.wf.02.07.1","broere",2022-07-26,"LS",87,0,NA
"CHE.hi.warm.bare.wf.03.07.1","broere",2022-07-26,"LS",88,0,NA
"CHE.hi.warm.bare.wf.05.03.1","broere",2022-07-26,"LS",77,0,NA
"CHE.hi.warm.bare.wf.04.04.1","broere",2022-07-26,"LS",83,1,0.0054
"CHE.hi.warm.bare.wf.03.03.1","broere",2022-07-26,"LS",54,2,0.00455
"CHE.hi.warm.bare.wf.01.03.1","broere",2022-07-26,"LS",112,0,NA
"CHE.lo.ambi.bare.wf.10.19.1","salpra",2022-06-30,"LS",207,106,0.000909339622641509
"CHE.lo.ambi.bare.wf.08.11.1","silvul",2022-06-30,"LS",NA,44,6.79545454545455e-05
"CHE.lo.ambi.bare.wf.09.20.1","silvul",2022-06-30,"LS",NA,41,0.000275121951219512
"CHE.lo.ambi.bare.wf.09.22.3","silvul",2022-06-30,"LS",NA,80,0.000166375
"CHE.lo.ambi.bare.wf.05.22.2","silvul",2022-06-30,"LS",NA,59,0.000388983050847458
"CHE.lo.ambi.vege.wf.04.20.1","silvul",2022-06-30,"LS",NA,37,0.000478918918918919
"CHE.hi.warm.vege.wf.01.20.1","silvul",2022-07-20,"LS",NA,44,0.000356551724137931
"CHE.hi.ambi.bare.wf.05.02.1","daucar",2022-08-29,"LS",70,190,0.000156421052631579
"CHE.hi.ambi.bare.wf.05.12.1","daucar",2022-08-29,"LS",75,680,2.27941176470588e-05
"CHE.hi.ambi.bare.wf.01.12.1","daucar",2022-08-29,"LS",75,435,3.31264367816092e-05
"CHE.hi.ambi.bare.wf.05.13.1","daucar",2022-08-29,"LS",60,128,0.00015109375
"CHE.hi.ambi.bare.wf.03.02.1","daucar",2022-08-29,"LS",50,147,0.000149183673469388
"CHE.lo.ambi.bare.wf.09.12.2","daucar",2022-08-17,"LS",75,402,8.26119402985075e-05
"CHE.lo.ambi.vege.wf.07.02.1","daucar",2022-08-17,"LS",75,455,5.0989010989011e-05
"CHE.lo.ambi.vege.wf.08.13.1","daucar",2022-08-17,"LS",50,162,0.000166604938271605
"CHE.lo.ambi.vege.wf.06.13.1","daucar",2022-08-17,"LS",60,333,6.05105105105105e-05
"CHE.lo.ambi.bare.wf.09.13.2","daucar",2022-08-17,"LS",45,280,5.23928571428571e-05
"CHE.lo.ambi.bare.wf.09.02.2","daucar",2022-08-17,"LS",70,840,1.79761904761905e-05
"CHE.lo.ambi.vege.wf.02.02.1","daucar",2022-09-06,"LS",45,141,0.000142056737588652
"CHE.lo.ambi.bare.wf.10.02.2","daucar",2022-08-17,"LS",50,133,4.95488721804511e-05
"CHE.lo.ambi.bare.wf.05.02.2","daucar",2022-08-17,"LS",50,275,2.33090909090909e-05
"CHE.lo.ambi.bare.wf.05.13.2","daucar",2022-08-17,"LS",45,380,3.46052631578947e-05
"CHE.lo.ambi.bare.wf.04.13.2","daucar",2022-08-17,"LS",55,370,3.72162162162162e-05
"CHE.lo.ambi.bare.wf.02.12.2","daucar",2022-08-17,"LS",50,230,6.77391304347826e-05
"CHE.lo.ambi.bare.wf.01.13.2","daucar",2022-08-17,"LS",45,170,4.41764705882353e-05
"CHE.hi.warm.vege.wf.02.13.1","daucar",2022-09-06,"LS",45,124,9.74193548387097e-05
"CHE.hi.warm.vege.wf.10.02.1","daucar",2022-09-06,"LS",45,86,0.000123372093023256
"CHE.hi.warm.vege.wf.09.13.1","daucar",2022-09-06,"LS",60,214,5.36915887850467e-05
"CHE.hi.warm.vege.wf.07.12.1","daucar",2022-09-06,"LS",50,80,0.000103125
"CHE.hi.warm.vege.wf.07.02.1","daucar",2022-09-06,"LS",60,145,8.17241379310345e-05
"CHE.hi.ambi.vege.wf.05.02.1","daucar",2022-09-20,"LS",40,4,NA
"CHE.hi.ambi.vege.wf.10.02.1","daucar",2022-09-06,"LS",45,160,6.06875e-05
"CHE.hi.ambi.vege.wf.09.12.1","daucar",2022-09-06,"LS",70,188,9.03191489361702e-05
"CHE.hi.ambi.vege.wf.08.13.1","daucar",2022-09-06,"LS",55,153,9.01960784313726e-05
"CHE.hi.warm.bare.wf.08.02.1","daucar",2022-08-29,"LS",60,296,5.46959459459459e-05
"CHE.hi.warm.bare.wf.05.02.1","daucar",2022-08-29,"LS",60,297,9.28619528619529e-05
"CHE.hi.warm.bare.wf.04.02.1","daucar",2022-08-29,"LS",65,95,0.000161578947368421
"CHE.hi.warm.bare.wf.01.02.2","daucar",2022-08-29,"LS",50,140,4.30714285714286e-05
"CHE.hi.warm.bare.wf.02.12.1","daucar",2022-08-29,"LS",60,160,0.000174375
"CHE.hi.ambi.bare.wf.08.02.1","daucar",2022-08-29,"LS",75,174,7.63793103448276e-05
"CHE.hi.ambi.vege.wf.09.02.1","daucar",2022-08-29,"LS",40,2,0.0001675
"CHE.hi.ambi.bare.wf.10.02.1","daucar",2022-08-29,"LS",60,360,3.48611111111111e-05
"CHE.hi.ambi.vege.wf.10.13.1","daucar",2022-09-20,"LS",60,158,0.000104493670886076
"CHE.hi.ambi.bare.wf.06.13.1","daucar",2022-08-29,"LS",40,0,0.000168
"CHE.hi.warm.bare.wf.04.16.1","brapin",2022-08-29,"LS",92,4,0.002875
"CHE.hi.warm.bare.wf.04.08.1","brapin",2022-08-29,"LS",70,10,0.00212
"CHE.hi.warm.bare.wf.01.16.1","brapin",2022-08-29,"LS",75,0,NA
"CHE.hi.warm.bare.wf.03.08.1","brapin",2022-08-29,"LS",100,0,0.0018
"CHE.hi.warm.bare.wf.02.08.1","brapin",2022-08-29,"LS",96,3,0.001
"CHE.hi.warm.bare.wf.08.16.1","brapin",2022-08-29,"LS",42,0,NA
"CHE.hi.warm.bare.wf.08.08.1","brapin",2022-08-29,"LS",56,0,NA
"CHE.hi.warm.bare.wf.10.08.1","brapin",2022-08-29,"LS",55,0,NA
"CHE.hi.warm.bare.wf.02.01.1","brapin",2022-08-29,"LS",84,2,0.00255
"CHE.hi.warm.bare.wf.09.16.1","brapin",2022-08-29,"LS",84,1,0.0022
"CHE.hi.ambi.bare.wf.06.16.1","brapin",2022-08-29,"LS",55,0,0.00102222222222222
"CHE.hi.ambi.bare.wf.09.08.1","brapin",2022-08-29,"LS",34,0,0.000994736842105263
"CHE.hi.ambi.bare.wf.09.16.1","brapin",2022-08-29,"LS",50,1,0.00122352941176471
"CHE.hi.ambi.bare.wf.10.08.1","brapin",2022-08-29,"LS",95,0,0.00109767441860465
"CHE.hi.ambi.bare.wf.08.16.1","brapin",2022-08-29,"LS",77,0,0.00122592592592593
"CHE.lo.ambi.bare.wf.05.16.2","brapin",2022-08-03,"LS",114,8,0.0015625
"CHE.lo.ambi.bare.wf.01.16.2","brapin",2022-08-03,"LS",117,27,0.00178888888888889
"CHE.lo.ambi.bare.wf.02.16.2","brapin",2022-08-03,"LS",46,0,NA
"CHE.lo.ambi.bare.wf.05.08.3","brapin",2022-08-03,"LS",64,10,0.00183
"CHE.lo.ambi.bare.wf.05.01.2","brapin",2022-08-03,"LS",84,25,0.002096
"CHE.lo.ambi.vege.wf.03.16.1","brapin",2022-08-10,"LS",103,25,0.00218076923076923
"CHE.lo.ambi.vege.wf.10.01.1","brapin",2022-08-03,"LS",76,10,0.00049
"CHE.lo.ambi.vege.wf.01.01.1","brapin",2022-08-03,"LS",70,3,7e-04
"CHE.hi.ambi.bare.wf.04.16.1","brapin",2022-08-29,"LS",62,0,3e-04
"CHE.hi.ambi.bare.wf.05.16.1","brapin",2022-08-29,"LS",90,0,NA
"CHE.hi.ambi.bare.wf.01.08.1","brapin",2022-08-29,"LS",74,1,0.0017
"CHE.hi.ambi.bare.wf.03.16.1","brapin",2022-08-29,"LS",60,2,0.0015
"CHE.hi.ambi.bare.wf.02.08.1","brapin",2022-08-29,"LS",52,0,NA
"CHE.lo.ambi.bare.wf.07.16.2","brapin",2022-08-03,"LS",82,18,0.00201578947368421
"CHE.lo.ambi.bare.wf.06.08.2","brapin",2022-08-03,"LS",70,8,0.00172
"CHE.lo.ambi.bare.wf.09.08.2","brapin",2022-08-03,"LS",106,21,0.00208095238095238
"CHE.lo.ambi.bare.wf.09.01.2","brapin",2022-08-03,"LS",71,0,NA
"CHE.lo.ambi.bare.wf.10.16.1","brapin",2022-08-03,"LS",110,7,0.000725
"CHE.lo.ambi.vege.wf.01.04.1","broere",2022-07-20,"LS",90,24,0.00670833333333333
"CHE.lo.ambi.vege.wf.03.04.1","broere",2022-07-20,"LS",115,11,0.00478181818181818
"CHE.lo.ambi.vege.wf.07.07.1","broere",2022-07-20,"LS",94,3,0.005
"CHE.lo.ambi.vege.wf.03.03.1","broere",2022-07-20,"LS",115,18,0.00469444444444444
"CHE.hi.ambi.bare.wf.10.17.1","plamed",2022-08-03,"LS",56,110,0.000114818181818182
"CHE.hi.ambi.bare.wf.02.29.1","plamed",2022-08-02,"LS",31,270,5.69259259259259e-05
"CHE.hi.ambi.bare.wf.05.29.1","plamed",2022-08-02,"LS",24,70,0.000323
"CHE.hi.ambi.bare.wf.04.29.1","plamed",2022-08-02,"LS",36,54,0.00034462962962963
"CHE.hi.ambi.bare.wf.01.10.1","plamed",2022-08-02,"LS",50,9,0.000342142857142857
"CHE.hi.ambi.bare.wf.02.17.1","plamed",2022-08-10,"LS",38,173,0.000904046242774567
"CHE.hi.ambi.bare.wf.03.29.1","plamed",2022-08-10,"LS",32,0,NA
"CHE.hi.ambi.bare.wf.08.10.1","plamed",2022-08-10,"LS",42,240,8.95e-05
"CHE.hi.ambi.bare.wf.01.17.1","plamed",2022-08-10,"LS",33,90,0.000239222222222222
"CHE.lo.ambi.bare.wf.06.10.2","plamed",2022-07-20,"LS",40,316,5.25316455696203e-05
"CHE.lo.ambi.bare.wf.07.17.2","plamed",2022-07-20,"LS",55,600,1.17e-05
"CHE.lo.ambi.bare.wf.05.10.1","plamed",2022-07-20,"LS",87,790,1.90886075949367e-05
"CHE.lo.ambi.bare.wf.08.17.1","plamed",2022-07-20,"LS",88,1460,8.19178082191781e-07
"CHE.lo.ambi.bare.wf.10.29.2","plamed",2022-07-20,"LS",66,645,2.50697674418605e-05
"CHE.lo.ambi.bare.wf.07.29.2","plamed",2022-06-30,"LS",77,1270,5.7244094488189e-06
"CHE.lo.ambi.bare.wf.01.10.2","plamed",2022-06-30,"LS",84,1200,3.48333333333333e-06
"CHE.lo.ambi.bare.wf.10.10.2","plamed",2022-06-30,"LS",111,850,7.58823529411765e-06
"CHE.lo.ambi.bare.wf.06.17.1","plamed",2022-06-30,"LS",44,470,2.27446808510638e-05
"CHE.lo.ambi.bare.wf.08.10.2","plamed",2022-06-30,"LS",90,1150,4.05217391304348e-06
"CHE.lo.ambi.bare.wf.09.29.2","plamed",2022-06-30,"LS",82,800,1.0025e-05
"CHE.hi.ambi.bare.wf.08.29.1","plamed",2022-08-03,"LS",55,190,7.65789473684211e-05
"CHE.lo.ambi.bare.wf.03.29.1","plamed",2022-07-20,"LS",62,590,1.50847457627119e-05
"CHE.lo.ambi.bare.wf.01.17.1","plamed",2022-07-20,"LS",64,900,1.01555555555556e-05
"CHE.lo.ambi.bare.wf.02.17.2","plamed",2022-07-20,"LS",68,880,1.56136363636364e-05
"CHE.hi.ambi.bare.wf.08.17.1","plamed",2022-08-03,"LS",47,145,0.000148137931034483
"CHE.hi.ambi.bare.wf.09.17.1","plamed",2022-08-03,"LS",35,62,6.14516129032258e-05
"CHE.hi.warm.bare.wf.08.29.1","plamed",2022-08-03,"LS",40,0,NA
"CHE.hi.warm.bare.wf.02.29.2","plamed",2022-08-02,"LS",55,170,8.98235294117647e-05
"CHE.hi.warm.bare.wf.04.29.1","plamed",2022-08-02,"LS",67,0,NA
"CHE.hi.warm.bare.wf.01.10.1","plamed",2022-08-02,"LS",38,0,NA
"CHE.hi.warm.bare.wf.07.29.1","plamed",2022-08-03,"LS",18,0,NA
"CHE.hi.warm.bare.wf.01.29.1","plamed",2022-08-02,"LS",60,67,0.000472089552238806
"CHE.hi.warm.bare.wf.02.10.2","plamed",2022-08-10,"LS",22,0,NA
"CHE.hi.warm.bare.wf.04.17.1","plamed",2022-08-10,"LS",40,0,NA
"CHE.hi.ambi.vege.wf.01.29.2","plamed",2022-08-10,"LS",27,6,NA
"CHE.hi.ambi.vege.wf.08.17.1","plamed",2022-08-10,"LS",15,2,0.000625
"CHE.hi.ambi.vege.wf.02.10.1","plamed",2022-07-20,"LS",NA,0,NA
"CHE.hi.ambi.vege.wf.10.29.1","plamed",2022-08-29,"LS",18,0,NA
"CHE.lo.ambi.bare.wf.02.29.2","plamed",2022-06-30,"LS",82,880,1.49204545454545e-05
"CHE.lo.ambi.bare.wf.04.17.1","plamed",2022-06-30,"LS",77,910,7.14285714285714e-06
"CHE.lo.ambi.bare.wf.03.10.2","plamed",2022-06-30,"LS",86,980,6.14285714285714e-06
"CHE.lo.ambi.bare.wf.05.17.2","plamed",2022-06-30,"LS",92,1150,7.39130434782609e-06
"CHE.hi.warm.bare.wf.09.29.1","plamed",2022-08-10,"LS",37,0,NA
"CHE.hi.warm.bare.wf.06.17.1","plamed",2022-08-10,"LS",28,0,NA
"CHE.hi.warm.bare.wf.10.22.1","silvul",2022-07-14,"SC",NA,0,NA
"CHE.hi.ambi.bare.wf.08.20.1","silvul",2022-07-14,"JA",NA,75,0.000162666666666667
"CHE.hi.warm.bare.wf.05.20.1","silvul",2022-07-14,"SC",NA,8,0.000175
"CHE.lo.ambi.bare.wf.01.20.2","silvul",2022-06-29,"JA",NA,50,0.000246
"CHE.hi.warm.bare.wf.05.20.1","silvul",2022-07-14,"SC",NA,0,NA
"CHE.hi.ambi.bare.wf.01.11.1","silvul",2022-07-14,"SC",NA,14,0.000385714285714286
"CHE.lo.ambi.bare.wf.01.20.2","silvul",2022-06-29,"JA",NA,51,0.000274509803921569
"CHE.lo.ambi.bare.wf.03.22.2","silvul",2022-06-29,"SC",NA,5,6e-05
"CHE.lo.ambi.bare.wf.10.20.2","silvul",2022-06-29,"JA",NA,43,0.000576744186046512
"CHE.lo.ambi.bare.wf.10.20.2","silvul",2022-06-29,"JA",NA,52,0.000636538461538461
"CHE.lo.ambi.bare.wf.04.22.1","silvul",2022-06-29,"SC",NA,57,0.000398245614035088
"CHE.lo.ambi.vege.wf.02.11.1","silvul",2022-06-29,"JA",NA,48,0.0005625
"CHE.lo.ambi.vege.wf.02.11.1","silvul",2022-06-29,"JA",NA,55,0.000610909090909091
"CHE.lo.ambi.bare.wf.04.22.1","silvul",2022-06-29,"SC",NA,84,0.000613095238095238
"CHE.lo.ambi.bare.wf.03.22.2","silvul",2022-06-29,"JA",NA,41,0.000458536585365854
"CHE.lo.ambi.bare.wf.06.22.2","silvul",2022-06-29,"SC",NA,71,0.000390140845070423
"CHE.hi.warm.bare.wf.06.22.1","silvul",2022-07-14,"JA",NA,85,0.000695294117647059
"CHE.hi.ambi.bare.wf.06.20.1","silvul",2022-07-14,"JA",NA,0,NA
"CHE.hi.ambi.bare.wf.02.20.1","silvul",2022-07-14,"JA",NA,15,0.00116
"CHE.lo.ambi.bare.wf.09.11.1","silvul",2022-06-29,"SC",NA,10,0.00031
"CHE.hi.ambi.bare.wf.05.22.1","silvul",2022-07-14,"JA",NA,49,0.000448979591836735
"CHE.hi.warm.bare.wf.08.22.1","silvul",2022-07-14,"JA",NA,45,0.000182222222222222
"CHE.lo.ambi.bare.wf.06.22.2","silvul",2022-06-29,"SC",NA,30,0.000313333333333333
"CHE.hi.ambi.bare.wf.04.22.1","silvul",2022-07-14,"JA",NA,33,0.00036969696969697
"CHE.hi.warm.bare.wf.08.22.1","silvul",2022-07-14,"JA",NA,53,2e-04
"CHE.hi.ambi.bare.wf.10.11.1","silvul",2022-07-14,"JA",NA,80,0.00031
"CHE.hi.ambi.bare.wf.02.20.1","silvul",2022-07-14,"SC",NA,20,0.000105
"CHE.hi.ambi.bare.wf.03.22.1","silvul",2022-07-14,"JA",NA,62,0.00077741935483871
"CHE.hi.ambi.bare.wf.03.11.1","silvul",2022-07-14,"JA",NA,45,0.000608888888888889
"CHE.hi.warm.bare.wf.01.22.1","silvul",2022-07-14,"SC",NA,12,0.000216666666666667
"CHE.hi.ambi.bare.wf.05.22.1","silvul",2022-07-14,"JA",NA,49,0.000404081632653061
"CHE.hi.warm.bare.wf.02.11.1","silvul",2022-07-14,"JA",NA,28,0.000882142857142857
"CHE.hi.warm.bare.wf.09.20.1","silvul",2022-07-14,"SC",NA,0,NA
"CHE.hi.ambi.bare.wf.04.22.1","silvul",2022-07-14,"SC",NA,29,7.93103448275862e-05
"CHE.hi.ambi.bare.wf.10.11.1","silvul",2022-07-14,"JA",NA,27,0.000288888888888889
"CHE.hi.ambi.bare.wf.06.20.1","silvul",2022-07-14,"SC",NA,89,0.000589887640449438
"CHE.hi.warm.bare.wf.02.11.1","silvul",2022-07-14,"JA",NA,33,0.000784848484848485
"CHE.hi.warm.bare.wf.01.22.1","silvul",2022-07-14,"JA",NA,25,0.000136
"CHE.hi.warm.bare.wf.06.22.1","silvul",2022-07-14,"SC",NA,79,0.000507594936708861
"CHE.hi.ambi.bare.wf.01.11.1","silvul",2022-07-14,"SC",NA,26,0.000373076923076923
"CHE.lo.ambi.bare.wf.09.11.1","silvul",2022-06-29,"SC",NA,44,0.000461363636363636
"CHE.lo.ambi.bare.wf.04.22.1","silvul",2022-06-23,"JA",NA,80,0.00012
"CHE.lo.ambi.bare.wf.03.22.2","silvul",2022-06-23,"JA",NA,30,0.000126666666666667
"CHE.lo.ambi.bare.wf.05.11.3","silvul",2022-06-29,"SC",NA,34,0.000208823529411765
"CHE.lo.ambi.bare.wf.02.22.2","silvul",2022-06-23,"JA",NA,89,0.000523595505617978
"CHE.lo.ambi.bare.wf.05.11.3","silvul",2022-06-29,"SC",NA,48,0.0004625
"CHE.lo.ambi.bare.wf.02.22.2","silvul",2022-06-23,"JA",NA,78,0.000755128205128205
"CHE.hi.warm.bare.wf.05.20.1","silvul",2022-07-19,"SC",NA,0,NA
"CHE.hi.ambi.bare.wf.05.22.1","silvul",2022-07-19,"SC",NA,40,0.000725
"CHE.hi.ambi.bare.wf.08.20.1","silvul",2022-07-19,"JA",NA,37,0.000518918918918919
"CHE.hi.ambi.bare.wf.05.22.1","silvul",2022-07-19,"SC",NA,41,0.000148780487804878
"CHE.hi.warm.bare.wf.08.22.1","silvul",2022-07-19,"JA",NA,65,0.000590769230769231
"CHE.hi.warm.bare.wf.02.11.1","silvul",2022-07-19,"SC",NA,23,0.000652173913043478
"CHE.hi.warm.bare.wf.08.22.1","silvul",2022-07-19,"JA",NA,3,3e-04
"CHE.hi.warm.bare.wf.06.22.1","silvul",2022-07-19,"JA",NA,14,0.000771428571428571
"CHE.hi.ambi.bare.wf.03.22.1","silvul",2022-07-19,"SC",NA,10,0.00048
"CHE.hi.warm.bare.wf.06.22.1","silvul",2022-07-19,"JA",NA,24,0.000641666666666667
"CHE.hi.warm.bare.wf.05.20.1","silvul",2022-07-19,"SC",NA,0,NA
"CHE.hi.ambi.bare.wf.02.22.1","silvul",2022-07-19,"JA",NA,17,0.000223529411764706
"CHE.hi.ambi.bare.wf.06.20.1","silvul",2022-07-19,"JA",NA,23,0.000373913043478261
"CHE.hi.ambi.bare.wf.04.22.1","silvul",2022-07-19,"SC",NA,30,0.000156666666666667
"CHE.hi.ambi.bare.wf.02.22.1","silvul",2022-07-19,"JA",NA,30,0.00021
"CHE.hi.ambi.bare.wf.04.22.1","silvul",2022-07-19,"SC",NA,32,0.000278125
"CHE.hi.warm.bare.wf.01.22.1","silvul",2022-07-19,"SC",NA,46,0.000545652173913043
"CHE.hi.warm.bare.wf.02.11.1","silvul",2022-07-19,"JA",NA,29,0.000786206896551724
"CHE.hi.ambi.bare.wf.01.11.1","silvul",2022-07-19,"SC",NA,35,0.00106285714285714
"CHE.hi.warm.bare.wf.01.22.1","silvul",2022-07-19,"JA",NA,0,NA
"CHE.hi.ambi.bare.wf.01.11.1","silvul",2022-07-19,"JA",NA,14,0.000142857142857143
"CHE.hi.ambi.bare.wf.10.11.1","silvul",2022-07-19,"SC",NA,18,0.000188888888888889
"CHE.hi.ambi.bare.wf.06.20.1","silvul",2022-07-19,"JA",NA,33,0.00016969696969697
"CHE.hi.ambi.bare.wf.10.11.1","silvul",2022-07-19,"SC",NA,51,0.000443137254901961
"CHE.hi.warm.bare.wf.09.20.1","silvul",2022-07-19,"JA",NA,0,NA
"CHE.hi.warm.bare.wf.09.20.1","silvul",2022-07-19,"JA",NA,0,NA
"CHE.hi.warm.bare.wf.10.22.1","silvul",2022-07-19,"SC",NA,0,NA
"CHE.hi.ambi.bare.wf.08.20.1","silvul",2022-07-19,"SC",NA,58,0.00055
